file_name,duration,unit
plan_864,"192.32","us"
plan_858,"184.70","us"
plan_835,"245.89","us"
plan_842,"218.24","us"
plan_843,"216.86","us"
plan_844,"217.44","us"
plan_850,"198.85","us"
plan_859,"185.12","us"
plan_836,"249.02","us"
plan_852,"188.54","us"
plan_865,"191.04","us"
plan_845,"218.88","us"
plan_867,"191.52","us"
plan_868,"193.66","us"
plan_851,"190.05","us"
plan_873,"183.01","us"
plan_857,"186.66","us"
plan_853,"194.30","us"
plan_861,"189.70","us"
plan_866,"306.50","us"
plan_86,"210.08","us"
plan_876,"178.56","us"
plan_860,"191.42","us"
plan_862,"192.13","us"
plan_854,"195.58","us"
plan_870,"205.15","us"
plan_877,"178.78","us"
plan_87,"208.22","us"
plan_883,"181.18","us"
plan_869,"315.30","us"
plan_874,"176.26","us"
plan_882,"183.71","us"
plan_871,"203.07","us"
plan_863,"198.11","us"
plan_875,"185.15","us"
plan_891,"217.02","us"
plan_879,"190.75","us"
plan_885,"180.29","us"
plan_892,"212.32","us"
plan_894,"215.65","us"
plan_9,"181.70","us"
plan_872,"311.62","us"
plan_886,"178.24","us"
plan_895,"212.99","us"
plan_884,"185.44","us"
plan_880,"192.90","us"
plan_888,"192.70","us"
plan_88,"212.93","us"
plan_90,"216.45","us"
plan_893,"370.37","us"
plan_887,"190.46","us"
plan_878,"187.87","us"
plan_900,"185.02","us"
plan_901,"180.54","us"
plan_897,"373.44","us"
plan_889,"192.99","us"
plan_909,"179.33","us"
plan_903,"179.84","us"
plan_896,"373.28","us"
plan_904,"181.79","us"
plan_91,"211.17","us"
plan_898,"363.71","us"
plan_910,"187.55","us"
plan_881,"191.90","us"
plan_89,"211.74","us"
plan_890,"194.30","us"
plan_902,"189.22","us"
plan_912,"197.73","us"
plan_899,"374.78","us"
plan_913,"197.41","us"
plan_906,"191.81","us"
plan_927,"215.65","us"
plan_918,"200.26","us"
plan_921,"207.39","us"
plan_911,"182.72","us"
plan_905,"190.53","us"
plan_919,"207.78","us"
plan_922,"211.23","us"
plan_907,"193.47","us"
plan_936,"180.93","us"
plan_915,"186.46","us"
plan_92,"350.94","us"
plan_930,"211.58","us"
plan_928,"211.52","us"
plan_93,"211.87","us"
plan_914,"188.03","us"
plan_908,"200.35","us"
plan_937,"176.67","us"
plan_920,"206.05","us"
plan_924,"208.03","us"
plan_931,"213.47","us"
plan_929,"353.86","us"
plan_916,"191.94","us"
plan_94,"213.34","us"
plan_933,"223.68","us"
plan_945,"206.40","us"
plan_940,"177.79","us"
plan_917,"195.68","us"
plan_946,"198.94","us"
plan_923,"209.60","us"
plan_939,"175.90","us"
plan_932,"359.58","us"
plan_925,"208.13","us"
plan_934,"222.50","us"
plan_948,"202.59","us"
plan_926,"215.04","us"
plan_942,"189.22","us"
plan_955,"199.14","us"
plan_954,"206.37","us"
plan_938,"183.26","us"
plan_947,"203.78","us"
plan_949,"204.93","us"
plan_941,"187.01","us"
plan_943,"188.80","us"
plan_963,"209.34","us"
plan_951,"208.06","us"
plan_935,"357.25","us"
plan_956,"205.50","us"
plan_957,"200.32","us"
plan_95,"357.57","us"
plan_958,"200.32","us"
plan_950,"208.58","us"
plan_972,"241.18","us"
plan_944,"189.34","us"
plan_964,"216.67","us"
plan_973,"239.14","us"
plan_966,"217.76","us"
plan_975,"240.48","us"
plan_960,"210.02","us"
plan_952,"208.54","us"
plan_965,"214.75","us"
plan_967,"218.05","us"
plan_959,"209.82","us"
plan_976,"238.05","us"
plan_96,"220.77","us"
plan_961,"211.97","us"
plan_953,"211.52","us"
plan_981,"213.95","us"
plan_974,"430.43","us"
plan_97,"225.54","us"
plan_99,"179.42","us"
plan_984,"214.46","us"
plan_990,"232.70","us"
plan_962,"215.49","us"
plan_970,"217.70","us"
plan_969,"218.02","us"
plan_982,"209.25","us"
plan_968,"218.69","us"
plan_985,"209.73","us"
plan_978,"244.51","us"
plan_991,"233.86","us"
plan_977,"423.39","us"
plan_993,"232.67","us"
plan_983,"215.30","us"
plan_979,"245.50","us"
plan_971,"221.12","us"
plan_999,"236.10","us"
plan_987,"217.73","us"
plan_994,"231.90","us"
plan_986,"219.23","us"
plan_992,"406.14","us"
plan_980,"431.26","us"
plan_98,"354.21","us"
plan_988,"226.05","us"
plan_996,"406.05","us"
plan_995,"418.50","us"
plan_989,"221.98","us"
plan_997,"407.55","us"
plan_998,"406.30","us"
